  i   j inwind            r        theta           v_x          v_y           v_z          rho          t_e          t_r
  1  11      0 2.214167e+13 7.857143e+00  1.226736e+09 0.000000e+00  6.750759e+09 5.540029e-14 7.697175e+04 2.686934e+05
  1  12      0 2.214167e+13 8.571429e+00  1.410331e+09 0.000000e+00  7.089132e+09 5.428783e-14 7.691555e+04 2.684755e+05
  1  13      0 2.214167e+13 9.285714e+00  1.563697e+09 0.000000e+00  7.433948e+09 5.319816e-14 7.687272e+04 2.683094e+05
  1  14      0 2.214167e+13 1.000000e+01  1.669392e+09 0.000000e+00  7.795589e+09 5.206716e-14 7.680053e+04 2.680294e+05
  1  15      0 2.214167e+13 1.071429e+01  1.754003e+09 0.000000e+00  8.167060e+09 5.097709e-14 7.673873e+04 2.677898e+05
  1  16      0 2.214167e+13 1.142857e+01  1.853434e+09 0.000000e+00  8.534765e+09 4.999148e-14 7.672851e+04 2.677502e+05
  1  17      0 2.214167e+13 1.214286e+01  1.979994e+09 0.000000e+00  8.892990e+09 4.911191e-14 7.675591e+04 2.678564e+05
  1  18      0 2.214167e+13 1.285714e+01  2.125496e+09 0.000000e+00  9.245045e+09 4.844683e-14 7.677483e+04 2.679298e+05
  1  19      0 2.214167e+13 1.357143e+01  2.289519e+09 0.000000e+00  9.591135e+09 4.802740e-14 7.677291e+04 2.679223e+05
  1  20      0 2.214167e+13 1.428571e+01  2.472669e+09 0.000000e+00  9.929650e+09 4.776066e-14 7.679735e+04 2.680171e+05
  1  21      0 2.214167e+13 1.500000e+01  2.671643e+09 0.000000e+00  1.026300e+10 4.773517e-14 7.681429e+04 2.680828e+05
  1  22      0 2.214167e+13 1.571429e+01  2.882239e+09 0.000000e+00  1.059274e+10 4.801793e-14 7.677155e+04 2.679171e+05
  1  23      0 2.214167e+13 1.642857e+01  3.104108e+09 0.000000e+00  1.091928e+10 4.863691e-14 7.666832e+04 2.675168e+05
  1  24      0 2.214167e+13 1.714286e+01  3.335079e+09 0.000000e+00  1.123388e+10 4.968860e-14 7.657525e+04 2.671560e+05
  1  25      0 2.214167e+13 1.785714e+01  3.575489e+09 0.000000e+00  1.154018e+10 5.118240e-14 7.650997e+04 2.669029e+05
