        r      rcen    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e       t_r        h1       he2        c4        n5        o6  dmo_dt_x  dmo_dt_y  dmo_dt_z        ip        xi      ntot      nrad    nioniz 
2.865e+14 2.912e+14   80      0        0  1.96e+09  0.00e+00  0.00e+00  9.93e+42  8.09e-14  4.14e+10  8.73e+04  8.85e+04  6.93e-11  1.21e-09  0.00e+00  0.00e+00  7.63e-05 -6.90e+33 -3.50e+32 -4.48e+33  1.93e+05  3.20e+06  1.92e+07  0.00e+00  1.50e+07 
2.958e+14 3.006e+14   81      0        0  1.93e+09  0.00e+00  0.00e+00  1.09e+43  7.97e-14  4.08e+10  8.65e+04  8.81e+04  7.58e-11  1.32e-09  0.00e+00  0.00e+00  8.50e-05 -6.82e+33  1.27e+32 -4.69e+33  1.82e+05  3.01e+06  1.91e+07  0.00e+00  1.49e+07 
3.054e+14 3.104e+14   82      0        0  1.90e+09  0.00e+00  0.00e+00  1.20e+43  7.82e-14  4.01e+10  8.57e+04  8.76e+04  8.24e-11  1.46e-09  0.00e+00  0.00e+00  9.31e-05 -6.99e+33  4.33e+32 -4.27e+33  1.73e+05  2.85e+06  1.91e+07  0.00e+00  1.48e+07 
3.153e+14 3.205e+14   83      0        0  1.88e+09  0.00e+00  0.00e+00  1.32e+43  7.73e-14  3.96e+10  8.48e+04  8.72e+04  8.09e-11  1.62e-09  0.00e+00  0.00e+00  1.04e-04 -7.06e+33  4.21e+31 -4.81e+33  1.63e+05  2.68e+06  1.90e+07  0.00e+00  1.47e+07 
3.256e+14 3.309e+14   84      0        0  1.84e+09  0.00e+00  0.00e+00  1.46e+43  7.63e-14  3.91e+10  8.40e+04  8.68e+04  8.18e-11  1.80e-09  0.00e+00  0.00e+00  1.21e-04 -7.74e+33  6.69e+31 -5.01e+33  1.52e+05  2.49e+06  1.88e+07  0.00e+00  1.45e+07 
3.362e+14 3.416e+14   85      0        0  1.80e+09  0.00e+00  0.00e+00  1.60e+43  7.56e-14  3.87e+10  8.30e+04  8.64e+04  9.29e-11  2.00e-09  0.00e+00  0.00e+00  1.34e-04 -7.89e+33 -1.16e+32 -4.84e+33  1.42e+05  2.31e+06  1.85e+07  0.00e+00  1.43e+07 
3.471e+14 3.527e+14   86      0        0  1.78e+09  0.00e+00  0.00e+00  1.76e+43  7.49e-14  3.84e+10  8.20e+04  8.59e+04  1.02e-10  2.22e-09  0.00e+00  0.00e+00  1.48e-04 -8.42e+33  2.10e+32 -5.09e+33  1.31e+05  2.13e+06  1.82e+07  0.00e+00  1.40e+07 
3.583e+14 3.642e+14   87      0        0  1.77e+09  0.00e+00  0.00e+00  1.94e+43  7.40e-14  3.79e+10  8.10e+04  8.55e+04  1.02e-10  2.54e-09  0.00e+00  0.00e+00  1.71e-04 -8.19e+33 -1.08e+32 -5.51e+33  1.21e+05  1.95e+06  1.78e+07  0.00e+00  1.37e+07 
3.700e+14 3.760e+14   88      0        0  1.76e+09  0.00e+00  0.00e+00  2.14e+43  7.30e-14  3.74e+10  7.99e+04  8.50e+04  1.11e-10  2.92e-09  0.00e+00  0.00e+00  2.05e-04 -8.58e+33  3.56e+32 -5.70e+33  1.12e+05  1.79e+06  1.74e+07  0.00e+00  1.32e+07 
3.820e+14 3.882e+14   89      0        0  1.75e+09  0.00e+00  0.00e+00  2.35e+43  6.92e-14  3.55e+10  7.89e+04  8.45e+04  1.15e-10  3.23e-09  0.00e+00  0.00e+00  2.18e-04 -8.69e+33 -3.46e+31 -5.57e+33  1.06e+05  1.71e+06  1.68e+07  0.00e+00  1.28e+07 
3.944e+14 4.008e+14   90      0        0  1.73e+09  0.00e+00  0.00e+00  2.59e+43  6.45e-14  3.30e+10  7.75e+04  8.41e+04  1.22e-10  3.32e-09  0.00e+00  0.00e+00  2.60e-04 -8.61e+33 -1.96e+32 -5.35e+33  1.02e+05  1.65e+06  1.62e+07  0.00e+00  1.23e+07 
4.072e+14 4.138e+14   91      0        0  1.74e+09  0.00e+00  0.00e+00  2.85e+43  5.83e-14  2.99e+10  7.64e+04  8.36e+04  1.35e-10  3.40e-09  0.00e+00  0.00e+00  2.80e-04 -7.54e+33 -7.06e+31 -5.07e+33  1.02e+05  1.64e+06  1.57e+07  0.00e+00  1.18e+07 
4.204e+14 4.272e+14   92      0        0  1.76e+09  0.00e+00  0.00e+00  3.14e+43  5.24e-14  2.68e+10  7.57e+04  8.31e+04  1.22e-10  3.64e-09  0.00e+00  0.00e+00  3.13e-04 -7.37e+33  6.66e+31 -5.18e+33  1.02e+05  1.63e+06  1.52e+07  0.00e+00  1.14e+07 
4.341e+14 4.411e+14   93      0        0  1.77e+09  0.00e+00  0.00e+00  3.45e+43  4.76e-14  2.44e+10  7.53e+04  8.26e+04  1.03e-10  4.11e-09  0.00e+00  0.00e+00  3.42e-04 -7.22e+33 -1.05e+32 -4.37e+33  1.00e+05  1.60e+06  1.47e+07  0.00e+00  1.10e+07 
4.482e+14 4.554e+14   94      0        0  1.77e+09  0.00e+00  0.00e+00  3.80e+43  4.38e-14  2.24e+10  7.44e+04  8.22e+04  1.07e-10  4.35e-09  0.00e+00  0.00e+00  3.78e-04 -6.30e+33  1.20e+32 -4.21e+33  9.84e+04  1.56e+06  1.42e+07  0.00e+00  1.06e+07 
4.627e+14 4.702e+14   95      0        0  1.77e+09  0.00e+00  0.00e+00  4.18e+43  4.09e-14  2.10e+10  7.21e+04  8.17e+04  1.09e-10  4.50e-09  0.00e+00  0.00e+00  4.19e-04 -6.44e+33  2.44e+32 -4.01e+33  9.49e+04  1.50e+06  1.38e+07  0.00e+00  1.03e+07 
4.777e+14 4.855e+14   96      0        0  1.80e+09  0.00e+00  0.00e+00  4.60e+43  3.88e-14  1.99e+10  7.21e+04  8.13e+04  1.20e-10  4.83e-09  0.00e+00  0.00e+00  4.46e-04 -6.27e+33 -6.75e+31 -4.13e+33  8.99e+04  1.41e+06  1.33e+07  0.00e+00  9.88e+06 
4.932e+14 5.012e+14   97      0        1  1.84e+09  0.00e+00  0.00e+00  5.07e+43  3.70e-14  1.90e+10  6.82e+04  8.09e+04  1.29e-10  5.74e-09  0.00e+00  0.00e+00  5.21e-04 -6.11e+33 -6.26e+30 -3.73e+33  8.46e+04  1.33e+06  1.29e+07  0.00e+00  9.51e+06 
5.093e+14 5.175e+14   98      0        2  1.86e+09  0.00e+00  0.00e+00  5.58e+43  3.59e-14  1.84e+10  5.77e+04  8.05e+04  1.34e-10  7.56e-09  0.00e+00  0.00e+00  7.01e-04 -6.30e+33  1.64e+32 -3.86e+33  7.79e+04  1.22e+06  1.24e+07  0.00e+00  9.11e+06 
5.258e+14 5.343e+14   99      0        0  1.86e+09  0.00e+00  0.00e+00  6.14e+43  3.33e-14  1.71e+10  6.97e+04  8.01e+04  1.17e-10  6.97e-09  0.00e+00  0.00e+00  6.31e-04 -6.06e+33  1.77e+31 -3.84e+33  7.45e+04  1.17e+06  1.18e+07  0.00e+00  8.69e+06 
5.429e+14 5.517e+14  100      0        1  1.88e+09  0.00e+00  0.00e+00  6.76e+43  3.02e-14  1.55e+10  4.82e+04  7.96e+04  1.65e-10  9.37e-09  0.00e+00  0.00e+00  8.96e-04 -5.91e+33  3.23e+31 -3.80e+33  7.27e+04  1.14e+06  1.13e+07  0.00e+00  8.27e+06 
5.605e+14 5.696e+14  101      0        0  1.94e+09  0.00e+00  0.00e+00  7.44e+43  2.68e-14  1.37e+10  4.22e+04  7.92e+04  1.81e-10  1.06e-08  0.00e+00  0.00e+00  2.75e-03 -5.29e+33  4.27e+31 -3.53e+33  7.23e+04  1.12e+06  1.08e+07  0.00e+00  7.87e+06 
5.787e+14 5.881e+14  102      0        0  2.01e+09  0.00e+00  0.00e+00  8.19e+43  2.39e-14  1.23e+10  4.05e+04  7.88e+04  1.78e-10  1.14e-08  0.00e+00  0.00e+00  5.72e-03 -4.95e+33  4.23e+30 -3.03e+33  7.17e+04  1.11e+06  1.03e+07  0.00e+00  7.51e+06 
5.975e+14 6.072e+14  103      0        0  2.07e+09  0.00e+00  0.00e+00  9.01e+43  2.17e-14  1.11e+10  3.83e+04  7.84e+04  1.68e-10  1.27e-08  0.00e+00  0.00e+00  1.00e+00 -4.59e+33 -2.09e+32 -2.87e+33  7.02e+04  1.08e+06  9.91e+06  0.00e+00  7.18e+06 
6.169e+14 6.269e+14  104      0        0  2.10e+09  0.00e+00  0.00e+00  9.92e+43  2.00e-14  1.03e+10  3.75e+04  7.80e+04  1.66e-10  1.39e-08  0.00e+00  0.00e+00  1.00e+00 -4.45e+33  6.11e+31 -2.62e+33  6.70e+04  1.03e+06  9.50e+06  0.00e+00  6.86e+06 
6.369e+14 6.472e+14  105      0        0  2.14e+09  0.00e+00  0.00e+00  1.09e+44  1.80e-14  9.19e+09  3.66e+04  7.76e+04  1.64e-10  1.47e-08  0.00e+00  0.00e+00  1.00e+00 -4.33e+33 -1.53e+32 -2.63e+33  6.60e+04  1.01e+06  9.09e+06  0.00e+00  6.54e+06 
6.576e+14 6.683e+14  106      0        1  2.20e+09  0.00e+00  0.00e+00  1.20e+44  1.56e-14  8.00e+09  3.68e+04  7.72e+04  1.49e-10  1.48e-08  0.00e+00  0.00e+00  1.00e+00 -3.71e+33  1.33e+32 -2.25e+33  6.68e+04  1.02e+06  8.71e+06  0.00e+00  6.25e+06 
6.789e+14 6.900e+14  107      0        1  2.27e+09  0.00e+00  0.00e+00  1.32e+44  1.35e-14  6.89e+09  3.55e+04  7.68e+04  1.42e-10  1.53e-08  0.00e+00  0.00e+00  1.00e+00 -3.26e+33  7.31e+31 -2.08e+33  6.85e+04  1.05e+06  8.38e+06  0.00e+00  5.99e+06 
7.010e+14 7.124e+14  108      0        0  2.34e+09  0.00e+00  0.00e+00  1.46e+44  1.18e-14  6.04e+09  3.39e+04  7.64e+04  1.37e-10  1.61e-08  0.00e+00  0.00e+00  1.00e+00 -2.89e+33 -1.73e+32 -1.94e+33  6.92e+04  1.06e+06  8.08e+06  0.00e+00  5.77e+06 
7.237e+14 7.355e+14  109      0        2  2.41e+09  0.00e+00  0.00e+00  1.60e+44  1.04e-14  5.32e+09  3.59e+04  7.61e+04  1.20e-10  1.57e-08  0.00e+00  0.00e+00  1.00e+00 -2.74e+33 -3.87e+30 -1.58e+33  6.97e+04  1.05e+06  7.82e+06  0.00e+00  5.56e+06 
7.472e+14 7.594e+14  110      0        0  2.47e+09  0.00e+00  0.00e+00  1.76e+44  9.05e-15  4.63e+09  3.24e+04  7.58e+04  1.18e-10  1.67e-08  0.00e+00  0.00e+00  1.00e+00 -2.52e+33 -7.79e+30 -1.58e+33  7.12e+04  1.07e+06  7.58e+06  0.00e+00  5.38e+06 
7.715e+14 7.840e+14  111      0        2  2.54e+09  0.00e+00  0.00e+00  1.94e+44  7.83e-15  4.01e+09  3.77e+04  7.55e+04  9.33e-11  1.49e-08  0.00e+00  0.00e+00  1.00e+00 -2.23e+33 -9.14e+31 -1.40e+33  7.33e+04  1.10e+06  7.36e+06  0.00e+00  5.21e+06 
7.965e+14 8.095e+14  112      0        2  2.63e+09  0.00e+00  0.00e+00  2.14e+44  6.73e-15  3.45e+09  4.55e+04  7.52e+04  7.40e-11  1.29e-08  0.00e+00  0.00e+00  5.53e-01 -2.06e+33 -5.03e+31 -1.38e+33  7.61e+04  1.14e+06  7.17e+06  0.00e+00  5.06e+06 
8.224e+14 8.358e+14  113      0        0  2.74e+09  0.00e+00  0.00e+00  2.35e+44  5.83e-15  2.98e+09  3.91e+04  7.48e+04  7.74e-11  1.42e-08  0.00e+00  0.00e+00  3.29e-14 -1.72e+33 -3.80e+30 -1.09e+33  7.84e+04  1.17e+06  7.00e+06  0.00e+00  4.93e+06 
8.491e+14 8.629e+14  114      0        0  2.84e+09  0.00e+00  0.00e+00  2.59e+44  5.13e-15  2.62e+09  3.85e+04  7.45e+04  7.19e-11  1.42e-08  0.00e+00  0.00e+00  1.90e-14 -1.62e+33 -4.19e+31 -1.11e+33  8.00e+04  1.19e+06  6.85e+06  0.00e+00  4.81e+06 
8.767e+14 8.909e+14  115      0        0  2.92e+09  0.00e+00  0.00e+00  2.85e+44  4.53e-15  2.32e+09  3.81e+04  7.41e+04  6.66e-11  1.43e-08  0.00e+00  0.00e+00  1.35e-14 -1.45e+33  2.57e+31 -9.05e+32  8.13e+04  1.20e+06  6.72e+06  0.00e+00  4.70e+06 
9.051e+14 9.198e+14  116      0        0  3.01e+09  0.00e+00  0.00e+00  3.14e+44  3.91e-15  2.00e+09  3.79e+04  7.38e+04  6.15e-11  1.39e-08  0.00e+00  0.00e+00  1.07e-14 -1.35e+33 -5.25e+31 -8.51e+32  8.48e+04  1.25e+06  6.61e+06  0.00e+00  4.61e+06 
9.345e+14 9.497e+14  117      0        0  3.10e+09  0.00e+00  0.00e+00  3.46e+44  3.36e-15  1.72e+09  3.75e+04  7.35e+04  5.48e-11  1.34e-08  0.00e+00  0.00e+00  8.00e-15 -1.11e+33  4.83e+31 -7.68e+32  8.90e+04  1.32e+06  6.51e+06  0.00e+00  4.53e+06 
9.649e+14 9.805e+14  118      0        0  3.19e+09  0.00e+00  0.00e+00  3.81e+44  2.93e-15  1.50e+09  3.74e+04  7.32e+04  5.17e-11  1.31e-08  0.00e+00  0.00e+00  7.02e-15 -1.16e+33 -7.93e+30 -7.19e+32  9.23e+04  1.37e+06  6.43e+06  0.00e+00  4.45e+06 
9.962e+14 1.012e+15  119      0        0  3.31e+09  0.00e+00  0.00e+00  4.19e+44  2.60e-15  1.33e+09  3.69e+04  7.29e+04  5.17e-11  1.31e-08  0.00e+00  0.00e+00  4.20e-15 -1.07e+33  1.37e+31 -6.65e+32  9.39e+04  1.38e+06  6.35e+06  0.00e+00  4.38e+06 
1.029e+15 1.045e+15  120      0        0  3.44e+09  0.00e+00  0.00e+00  4.62e+44  2.30e-15  1.17e+09  3.64e+04  7.26e+04  4.75e-11  1.29e-08  0.00e+00  0.00e+00  2.62e-15 -8.76e+32 -1.33e+31 -5.34e+32  9.66e+04  1.42e+06  6.28e+06  0.00e+00  4.32e+06 
1.062e+15 1.079e+15  121      0        0  3.52e+09  0.00e+00  0.00e+00  5.08e+44  2.00e-15  1.02e+09  3.50e+04  7.25e+04  4.26e-11  1.27e-08  0.00e+00  0.00e+00  6.38e-16 -7.60e+32 -3.14e+31 -5.11e+32  1.01e+05  1.49e+06  6.23e+06  0.00e+00  4.27e+06 
1.096e+15 1.114e+15  122      0        0  3.57e+09  0.00e+00  0.00e+00  5.60e+44  1.73e-15  8.86e+08  3.53e+04  7.24e+04  3.95e-11  1.18e-08  0.00e+00  0.00e+00  8.81e-16 -7.10e+32  2.24e+31 -4.80e+32  1.07e+05  1.57e+06  6.18e+06  0.00e+00  4.23e+06 
1.132e+15 1.150e+15  123      0        2  3.68e+09  0.00e+00  0.00e+00  6.16e+44  1.51e-15  7.72e+08  3.00e+04  7.23e+04  4.41e-11  1.23e-08  0.00e+00  0.00e+00  1.36e-18 -8.08e+32  9.82e+30 -4.70e+32  1.12e+05  1.63e+06  6.12e+06  0.00e+00  4.19e+06 
1.169e+15 1.188e+15  124      0        1  3.83e+09  0.00e+00  0.00e+00  6.78e+44  1.33e-15  6.79e+08  3.53e+04  7.25e+04  3.59e-11  1.04e-08  0.00e+00  0.00e+00  8.91e-16 -9.42e+32 -3.60e+31 -5.55e+32  1.17e+05  1.71e+06  6.06e+06  0.00e+00  4.13e+06 
1.207e+15 1.226e+15  125      0        1  3.90e+09  0.00e+00  0.00e+00  7.47e+44  1.16e-15  5.94e+08  3.21e+04  7.13e+04  3.24e-11  1.16e-08  0.00e+00  0.00e+00  2.09e-17 -7.72e+32 -1.33e+31 -5.52e+32  1.21e+05  1.76e+06  5.98e+06  0.00e+00  4.07e+06 
1.246e+15 1.266e+15  126      0        0  3.91e+09  0.00e+00  0.00e+00  8.22e+44  1.02e-15  5.22e+08  3.41e+04  7.03e+04  2.94e-11  1.20e-08  0.00e+00  0.00e+00  2.52e-16 -6.32e+32  2.92e+31 -3.81e+32  1.24e+05  1.81e+06  5.92e+06  0.00e+00  4.01e+06 
1.286e+15 1.307e+15  127      0        0  3.93e+09  0.00e+00  0.00e+00  9.05e+44  8.93e-16  4.56e+08  3.51e+04  6.98e+04  2.83e-11  1.18e-08  0.00e+00  0.00e+00  7.44e-16 -4.86e+32  2.94e+31 -3.26e+32  1.30e+05  1.87e+06  5.88e+06  0.00e+00  3.97e+06 
1.328e+15 1.350e+15  128      0        0  4.01e+09  0.00e+00  0.00e+00  9.96e+44  7.91e-16  4.05e+08  3.50e+04  6.96e+04  2.75e-11  1.18e-08  0.00e+00  0.00e+00  6.78e-16 -4.32e+32 -2.19e+31 -2.77e+32  1.34e+05  1.93e+06  5.85e+06  0.00e+00  3.94e+06 
1.371e+15 1.393e+15  129      0        0  4.09e+09  0.00e+00  0.00e+00  1.10e+45  6.97e-16  3.56e+08  3.34e+04  6.95e+04  2.38e-11  1.20e-08  0.00e+00  0.00e+00  1.13e-16 -3.22e+32 -2.76e+30 -2.03e+32  1.39e+05  2.01e+06  5.83e+06  0.00e+00  3.92e+06 
1.416e+15 1.439e+15  130      0        0  4.06e+09  0.00e+00  0.00e+00  1.21e+45  6.17e-16  3.15e+08  3.39e+04  6.95e+04  2.30e-11  1.14e-08  0.00e+00  0.00e+00  1.85e-16 -2.89e+32  1.79e+31 -1.95e+32  1.45e+05  2.10e+06  5.81e+06  0.00e+00  3.91e+06 
1.462e+15 1.485e+15  131      0        0  3.97e+09  0.00e+00  0.00e+00  1.33e+45  5.35e-16  2.73e+08  3.41e+04  6.96e+04  2.16e-11  1.05e-08  0.00e+00  0.00e+00  2.49e-16 -2.85e+32  1.34e+31 -2.04e+32  1.55e+05  2.26e+06  5.80e+06  0.00e+00  3.90e+06 
1.509e+15 1.534e+15  132      0        0  3.88e+09  0.00e+00  0.00e+00  1.46e+45  4.68e-16  2.39e+08  3.43e+04  6.96e+04  1.93e-11  9.93e-09  0.00e+00  0.00e+00  3.07e-16 -2.54e+32  1.04e+31 -1.63e+32  1.64e+05  2.39e+06  5.79e+06  0.00e+00  3.89e+06 
1.558e+15 1.583e+15  133      0        0  3.85e+09  0.00e+00  0.00e+00  1.61e+45  4.16e-16  2.13e+08  3.44e+04  6.96e+04  1.82e-11  9.48e-09  0.00e+00  0.00e+00  3.46e-16 -1.99e+32 -2.83e+29 -1.34e+32  1.72e+05  2.47e+06  5.78e+06  0.00e+00  3.89e+06 
1.609e+15 1.635e+15  134      0        0  3.81e+09  0.00e+00  0.00e+00  1.77e+45  3.72e-16  1.90e+08  3.46e+04  6.97e+04  1.71e-11  9.06e-09  0.00e+00  0.00e+00  4.09e-16 -1.85e+32  1.59e+30 -1.25e+32  1.79e+05  2.58e+06  5.77e+06  0.00e+00  3.89e+06 
1.661e+15 1.688e+15  135      0        0  3.76e+09  0.00e+00  0.00e+00  1.95e+45  3.30e-16  1.69e+08  3.49e+04  6.98e+04  1.67e-11  8.47e-09  0.00e+00  0.00e+00  6.06e-16 -1.85e+32 -9.78e+30 -1.37e+32  1.88e+05  2.73e+06  5.77e+06  0.00e+00  3.89e+06 
1.715e+15 1.743e+15  136      0        0  3.65e+09  0.00e+00  0.00e+00  2.14e+45  2.91e-16  1.49e+08  3.51e+04  6.99e+04  1.52e-11  7.95e-09  0.00e+00  0.00e+00  6.80e-16 -1.45e+32 -1.34e+31 -1.02e+32  1.99e+05  2.88e+06  5.77e+06  0.00e+00  3.89e+06 
1.771e+15 1.799e+15  137      0        0  3.60e+09  0.00e+00  0.00e+00  2.36e+45  2.65e-16  1.36e+08  3.48e+04  7.00e+04  1.48e-11  7.74e-09  0.00e+00  0.00e+00  5.14e-16 -1.68e+32 -3.50e+30 -8.85e+31  2.05e+05  2.96e+06  5.77e+06  0.00e+00  3.90e+06 
1.828e+15 1.858e+15  138      0        0  3.53e+09  0.00e+00  0.00e+00  2.59e+45  2.44e-16  1.25e+08  3.52e+04  7.01e+04  1.42e-11  7.48e-09  0.00e+00  0.00e+00  8.16e-16 -1.14e+32 -5.53e+30 -1.00e+32  2.09e+05  3.04e+06  5.77e+06  0.00e+00  3.91e+06 
1.887e+15 1.918e+15  139      0        0  3.46e+09  0.00e+00  0.00e+00  2.85e+45  2.29e-16  1.17e+08  3.53e+04  7.03e+04  1.43e-11  7.37e-09  0.00e+00  0.00e+00  8.56e-16 -1.73e+32 -4.35e+30 -1.22e+32  2.09e+05  3.04e+06  5.77e+06  0.00e+00  3.91e+06 
1.949e+15 1.980e+15  140      0        0  3.34e+09  0.00e+00  0.00e+00  3.14e+45  2.17e-16  1.11e+08  3.53e+04  7.05e+04  1.42e-11  7.32e-09  0.00e+00  0.00e+00  8.94e-16 -1.61e+32 -7.96e+30 -1.12e+32  2.08e+05  3.01e+06  5.77e+06  0.00e+00  3.92e+06 
2.012e+15 2.045e+15  141      0        0  3.24e+09  0.00e+00  0.00e+00  3.45e+45  2.08e-16  1.06e+08  3.53e+04  7.07e+04  1.45e-11  7.34e-09  0.00e+00  0.00e+00  9.25e-16 -1.87e+32 -1.18e+31 -1.33e+32  2.04e+05  2.95e+06  5.77e+06  0.00e+00  3.93e+06 
2.077e+15 2.111e+15  142      0        0  3.11e+09  0.00e+00  0.00e+00  3.80e+45  2.04e-16  1.04e+08  3.52e+04  7.09e+04  1.51e-11  7.56e-09  0.00e+00  0.00e+00  8.37e-16 -2.01e+32  4.52e+30 -1.06e+32  1.96e+05  2.83e+06  5.76e+06  0.00e+00  3.94e+06 
2.145e+15 2.180e+15  143      0        0  2.97e+09  0.00e+00  0.00e+00  4.18e+45  1.98e-16  1.01e+08  3.53e+04  7.12e+04  1.54e-11  7.64e-09  0.00e+00  0.00e+00  8.63e-16 -1.92e+32  8.02e+30 -1.35e+32  1.90e+05  2.74e+06  5.76e+06  0.00e+00  3.95e+06 
2.214e+15 2.250e+15  144      0        0  2.80e+09  0.00e+00  0.00e+00  4.59e+45  1.93e-16  9.88e+07  3.53e+04  7.16e+04  1.60e-11  7.70e-09  0.00e+00  0.00e+00  8.99e-16 -2.21e+32 -2.47e+30 -1.43e+32  1.84e+05  2.66e+06  5.75e+06  0.00e+00  3.96e+06 
2.286e+15 2.323e+15  145      0        0  2.58e+09  0.00e+00  0.00e+00  5.05e+45  1.88e-16  9.62e+07  3.54e+04  7.21e+04  1.64e-11  7.74e-09  0.00e+00  0.00e+00  9.36e-16 -3.04e+32  5.89e+30 -1.71e+32  1.79e+05  2.62e+06  5.73e+06  0.00e+00  3.97e+06 
2.361e+15 2.399e+15  146      0        0  2.34e+09  0.00e+00  0.00e+00  5.56e+45  1.79e-16  9.17e+07  3.55e+04  7.26e+04  1.65e-11  7.62e-09  0.00e+00  0.00e+00  1.06e-15 -3.37e+32 -2.13e+30 -1.80e+32  1.78e+05  2.60e+06  5.71e+06  0.00e+00  3.98e+06 
2.437e+15 2.477e+15  147      0        0  2.08e+09  0.00e+00  0.00e+00  6.11e+45  1.71e-16  8.73e+07  3.56e+04  7.31e+04  1.67e-11  7.51e-09  0.00e+00  0.00e+00  1.15e-15 -2.97e+32  7.78e+29 -1.91e+32  1.76e+05  2.60e+06  5.69e+06  0.00e+00  3.98e+06 
2.516e+15 2.557e+15  148      0        0  1.84e+09  0.00e+00  0.00e+00  6.73e+45  1.60e-16  8.19e+07  3.56e+04  7.36e+04  1.65e-11  7.31e-09  0.00e+00  0.00e+00  1.24e-15 -3.31e+32  2.46e+30 -2.04e+32  1.76e+05  2.61e+06  5.66e+06  0.00e+00  3.97e+06 
2.598e+15 2.640e+15  149      0        0  1.64e+09  0.00e+00  0.00e+00  7.40e+45  1.49e-16  7.62e+07  3.58e+04  7.41e+04  1.61e-11  7.07e-09  0.00e+00  0.00e+00  1.41e-15 -3.87e+32 -7.14e+29 -2.14e+32  1.78e+05  2.65e+06  5.63e+06  0.00e+00  3.96e+06 
2.682e+15 2.726e+15  150      0        0  1.46e+09  0.00e+00  0.00e+00  8.14e+45  1.39e-16  7.09e+07  3.59e+04  7.45e+04  1.56e-11  6.85e-09  0.00e+00  0.00e+00  1.70e-15 -3.65e+32  8.78e+30 -2.41e+32  1.79e+05  2.65e+06  5.60e+06  0.00e+00  3.95e+06 
2.769e+15 2.814e+15  151      0        0  1.26e+09  0.00e+00  0.00e+00  8.96e+45  1.25e-16  6.37e+07  3.63e+04  7.50e+04  1.50e-11  6.38e-09  0.00e+00  0.00e+00  2.34e-15 -3.83e+32  3.66e+30 -2.33e+32  1.86e+05  2.79e+06  5.55e+06  0.00e+00  3.93e+06 
2.859e+15 2.906e+15  152      0        0  1.04e+09  0.00e+00  0.00e+00  9.86e+45  1.11e-16  5.68e+07  3.66e+04  7.56e+04  1.43e-11  5.87e-09  0.00e+00  0.00e+00  3.14e-15 -3.82e+32 -1.55e+31 -2.49e+32  1.93e+05  2.91e+06  5.50e+06  0.00e+00  3.91e+06 
2.952e+15 3.000e+15  153     -1        0  7.92e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
3.048e+15 3.063e+15  154     -1        0  7.92e+08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
